CID,INTENSITY,prediction
8858,57.67809933,"[0.2088475525379181, 0.11045980453491211, 0.15330266952514648, 0.24736201763153076, 0.06918657571077347, 0.11327257007360458, 0.17670349776744843, 0.25591903924942017, 0.04401698336005211, 0.17263996601104736, 0.17855562269687653, 0.1553802341222763, 0.11505734920501709, 0.06825020164251328, 0.16930124163627625, 0.20441678166389465, 0.10730085521936417, 0.14497506618499756, 0.31640300154685974, 0.18505479395389557, 0.0999339371919632, 0.4662991464138031, 0.3072248101234436, 0.1033724769949913, 0.17423613369464874, 0.20951461791992188, 0.21755197644233704, 0.16290929913520813, 0.24599258601665497, 0.1721506118774414, 0.195095956325531, 0.10089044272899628, 0.12035262584686279, 0.19958770275115967, 0.14436788856983185, 0.21018728613853455, 0.1258801519870758, 0.12510104477405548, 0.26883500814437866, 0.13075263798236847, 0.14585964381694794, 0.2067217081785202, 0.05532636120915413, 0.22666499018669128, 0.20513185858726501, 0.4519100785255432, 0.4325132369995117, 0.16897928714752197, 0.2379898726940155, 0.2678450644016266, 0.10332256555557251, 0.2628141939640045, 0.10410033166408539, 0.28978052735328674, 0.10304583609104156, 0.26220348477363586, 0.11018546670675278, 0.08746863901615143, 0.07054688036441803, 0.23583605885505676, 0.4245891571044922, 0.14018675684928894, 0.2735937535762787, 0.180942103266716, 0.4926958680152893, 0.2932262420654297, 0.09685994684696198, 0.052518002688884735, 0.08185100555419922, 0.4603319764137268, 0.08291365951299667, 0.1343279331922531, 0.15818293392658234, 0.18510110676288605, 0.22651489078998566, 0.04448855295777321, 0.1844271421432495, 0.20347793400287628, 0.29656773805618286, 0.08876854181289673, 0.2454771250486374, 0.11797299236059189, 0.5835087299346924, 0.031130436807870865, 0.16048169136047363, 0.048985280096530914, 0.5228819251060486, 0.11342432349920273, 0.5417155623435974, 0.055741578340530396, 0.23534157872200012, 0.11811782419681549, 0.07541761547327042, 0.043759167194366455, 0.10447821766138077, 0.06516868621110916, 0.051881302148103714, 0.14634034037590027, 0.3988051414489746, 0.17513199150562286, 0.11889307200908661, 0.07962339371442795, 0.15013518929481506, 0.17583893239498138, 0.13705360889434814, 0.5284119248390198, 0.17500576376914978, 0.08399144560098648, 0.13619209825992584, 0.23110023140907288, 0.10654909908771515, 0.2603231966495514, 0.051012396812438965, 0.13808034360408783, 0.4012698233127594, 0.1664576232433319, 0.08239942789077759, 0.32017087936401367, 0.18183591961860657, 0.42682307958602905, 0.0671238899230957, 0.12384841591119766, 0.1758013218641281, 0.5715668797492981, 0.20739397406578064, 0.2180972397327423, 0.271268367767334, 0.14407888054847717, 0.13531425595283508, 0.11024878919124603, 0.4156874716281891, 0.09339640289545059, 0.07102237641811371, 0.28578388690948486, 0.0481971874833107, 0.23510012030601501, 0.17374518513679504, 0.5254672765731812]"
1183,58.87189338,"[0.11427517980337143, 0.08155638724565506, 0.03791239857673645, 0.3385505676269531, 0.08148248493671417, 0.12848201394081116, 0.27934595942497253, 0.03098631463944912, 0.04276461526751518, 0.35890474915504456, 0.49426135420799255, 0.03536055237054825, 0.08244401961565018, 0.040272217243909836, 0.10519067943096161, 0.292376846075058, 0.04839419573545456, 0.03657212108373642, 0.2861578166484833, 0.15741057693958282, 0.05079827457666397, 0.08266687393188477, 0.40608519315719604, 0.040628764778375626, 0.1195252314209938, 0.06125674396753311, 0.061799876391887665, 0.2719655930995941, 0.3815692365169525, 0.33309775590896606, 0.048175327479839325, 0.08617979288101196, 0.3697257936000824, 0.16103515028953552, 0.19843430817127228, 0.10507343709468842, 0.031356241554021835, 0.09698715806007385, 0.09931749105453491, 0.13775141537189484, 0.25128692388534546, 0.600563645362854, 0.04038449376821518, 0.2815997004508972, 0.22948434948921204, 0.1601220816373825, 0.07716138660907745, 0.08977743238210678, 0.059763144701719284, 0.05275590345263481, 0.46022170782089233, 0.13430878520011902, 0.04148188233375549, 0.166481614112854, 0.03920255973935127, 0.05624648183584213, 0.048414409160614014, 0.05715179443359375, 0.036011021584272385, 0.07439830899238586, 0.19125978648662567, 0.29161134362220764, 0.31922394037246704, 0.06955479085445404, 0.2575536370277405, 0.1838521957397461, 0.1169692650437355, 0.0731557160615921, 0.042854953557252884, 0.030825411900877953, 0.16128471493721008, 0.060704100877046585, 0.06769388914108276, 0.15227773785591125, 0.05967966467142105, 0.07429543882608414, 0.16240599751472473, 0.1421811878681183, 0.3135792315006256, 0.10426680743694305, 0.16743358969688416, 0.35050517320632935, 0.10107722133398056, 0.049402009695768356, 0.07298986613750458, 0.05321786552667618, 0.1852666288614273, 0.09691169857978821, 0.2010621279478073, 0.09079743921756744, 0.10106030851602554, 0.04999004676938057, 0.062083564698696136, 0.09418909251689911, 0.09534291923046112, 0.09133414924144745, 0.048000045120716095, 0.03885669261217117, 0.5368937253952026, 0.04209059476852417, 0.04529857635498047, 0.08145323395729065, 0.05362476035952568, 0.051516562700271606, 0.5142123103141785, 0.24169549345970154, 0.10063564777374268, 0.08306524157524109, 0.05496658757328987, 0.18360088765621185, 0.06573937833309174, 0.1560981273651123, 0.07902874797582626, 0.18934908509254456, 0.21476395428180695, 0.3957889974117279, 0.07645892351865768, 0.06227666139602661, 0.10470187664031982, 0.5593363642692566, 0.11450769752264023, 0.0401882603764534, 0.04341602697968483, 0.8894817233085632, 0.1623525172472, 0.04048449546098709, 0.14396794140338898, 0.038724225014448166, 0.11789258569478989, 0.8530478477478027, 0.12344356626272202, 0.04552740976214409, 0.06850727647542953, 0.29704633355140686, 0.07513073831796646, 0.09112241864204407, 0.08927027881145477, 0.41382211446762085]"
5373603,53.24687796,"[0.02314033731818199, 0.06409478932619095, 0.019286785274744034, 0.25769710540771484, 0.07393263280391693, 0.1606479436159134, 0.2598726153373718, 0.0226336307823658, 0.022476067766547203, 0.3063586354255676, 0.30167850852012634, 0.015772724524140358, 0.038394227623939514, 0.01981014758348465, 0.04464007914066315, 0.22140207886695862, 0.039413612335920334, 0.014964970760047436, 0.18458248674869537, 0.11466185748577118, 0.033558189868927, 0.12612037360668182, 0.17879971861839294, 0.03494266793131828, 0.45084148645401, 0.058984678238630295, 0.029232284054160118, 0.20053765177726746, 0.1402014195919037, 0.3541606068611145, 0.07978428900241852, 0.0911145955324173, 0.23533093929290771, 0.11746720969676971, 0.4456351697444916, 0.07585146278142929, 0.016618940979242325, 0.04990959167480469, 0.13404269516468048, 0.23488745093345642, 0.5271046757698059, 0.25526076555252075, 0.029766995459794998, 0.14336419105529785, 0.13014797866344452, 0.13139690458774567, 0.05223594978451729, 0.09945304691791534, 0.02951967716217041, 0.06391290575265884, 0.21939492225646973, 0.08429297804832458, 0.028336692601442337, 0.05980948731303215, 0.020909924060106277, 0.04141882807016373, 0.07951349765062332, 0.03550099581480026, 0.04094257205724716, 0.12515512108802795, 0.3647199273109436, 0.17050132155418396, 0.43771877884864807, 0.04856230691075325, 0.7391554117202759, 0.146610826253891, 0.07173334062099457, 0.07376813143491745, 0.0188680961728096, 0.04285934194922447, 0.294306218624115, 0.045040007680654526, 0.11504267156124115, 0.15855281054973602, 0.07822392135858536, 0.04116199538111687, 0.08596940338611603, 0.07004452496767044, 0.23995773494243622, 0.04311981052160263, 0.17849579453468323, 0.12761415541172028, 0.36625584959983826, 0.0312152449041605, 0.055586833506822586, 0.03007730282843113, 0.22303156554698944, 0.09206728637218475, 0.3499046266078949, 0.0768246278166771, 0.13608792424201965, 0.034349799156188965, 0.05560951307415962, 0.07948927581310272, 0.05195454880595207, 0.08392145484685898, 0.04115048795938492, 0.019769970327615738, 0.5220559239387512, 0.04484986141324043, 0.016816396266222, 0.04870201274752617, 0.08062907308340073, 0.04162607714533806, 0.24674062430858612, 0.1337888538837433, 0.06960040330886841, 0.025140011683106422, 0.02243930846452713, 0.10746649652719498, 0.035400390625, 0.052062906324863434, 0.03476294130086899, 0.09665236622095108, 0.14118656516075134, 0.23164613544940948, 0.0366317443549633, 0.07592670619487762, 0.08459506928920746, 0.6708338856697083, 0.03434048220515251, 0.023777976632118225, 0.037170808762311935, 0.7294424176216125, 0.17801031470298767, 0.09449519217014313, 0.3382865786552429, 0.040741004049777985, 0.07974690198898315, 0.33079734444618225, 0.3213275074958801, 0.03484683483839035, 0.03905567526817322, 0.3879272937774658, 0.03849945217370987, 0.08920686691999435, 0.058318108320236206, 0.26221367716789246]"
7848,44.96057972,"[0.10268336534500122, 0.0363326296210289, 0.6204681396484375, 0.05313593149185181, 0.030203556641936302, 0.07770870625972748, 0.05280398577451706, 0.04123659059405327, 0.07166551053524017, 0.08407527953386307, 0.05074648931622505, 0.0512724444270134, 0.2926860451698303, 0.03187131509184837, 0.12211904674768448, 0.0603787899017334, 0.1376083344221115, 0.0591767355799675, 0.3161432147026062, 0.1173945888876915, 0.5055067539215088, 0.039607297629117966, 0.1259479820728302, 0.028928661718964577, 0.07923514395952225, 0.035794906318187714, 0.42099061608314514, 0.0464865043759346, 0.10605140775442123, 0.02830284833908081, 0.05839666724205017, 0.09602802991867065, 0.03337949514389038, 0.14089025557041168, 0.05903711915016174, 0.3863409161567688, 0.06122899800539017, 0.4236427843570709, 0.04173316806554794, 0.037734828889369965, 0.040312331169843674, 0.3567696213722229, 0.04392693564295769, 0.2510179579257965, 0.08262093365192413, 0.14904701709747314, 0.17724356055259705, 0.35862287878990173, 0.16036906838417053, 0.2835898995399475, 0.05472397059202194, 0.1951759159564972, 0.06825960427522659, 0.2864329516887665, 0.7005024552345276, 0.351990282535553, 0.06270617246627808, 0.09624195098876953, 0.09236612915992737, 0.07004434615373611, 0.2040254771709442, 0.04529288783669472, 0.03994008153676987, 0.10849573463201523, 0.048498742282390594, 0.04415718838572502, 0.04441969469189644, 0.027033263817429543, 0.10259708017110825, 0.04558455944061279, 0.04526079446077347, 0.0368816964328289, 0.05898015573620796, 0.04877050966024399, 0.04412957280874252, 0.023840373381972313, 0.10040269047021866, 0.7145582437515259, 0.08096636831760406, 0.07880542427301407, 0.3167381286621094, 0.18782451748847961, 0.08979909867048264, 0.021179163828492165, 0.27747949957847595, 0.057346612215042114, 0.20440009236335754, 0.0438569076359272, 0.20263394713401794, 0.03390508145093918, 0.2957932651042938, 0.7308400273323059, 0.05074889212846756, 0.04229425638914108, 0.04441061243414879, 0.0326911024749279, 0.08146089315414429, 0.08278997242450714, 0.07599230110645294, 0.037074603140354156, 0.10928018391132355, 0.0679168775677681, 0.06683912128210068, 0.34742212295532227, 0.04205820709466934, 0.3566942512989044, 0.3427334725856781, 0.04742491990327835, 0.28594428300857544, 0.3950466215610504, 0.043904803693294525, 0.07968802750110626, 0.033276692032814026, 0.5542358160018921, 0.21231956779956818, 0.13987235724925995, 0.05094929412007332, 0.1639670431613922, 0.08864382654428482, 0.09797361493110657, 0.07905210554599762, 0.8907657861709595, 0.12830571830272675, 0.4821164011955261, 0.0547611229121685, 0.053261082619428635, 0.058075129985809326, 0.3952021598815918, 0.3163006901741028, 0.03759641945362091, 0.6685965657234192, 0.03486313670873642, 0.0445365309715271, 0.045598775148391724, 0.09148222953081131, 0.06103585287928581, 0.06788520514965057, 0.03767436742782593]"
176,26.90818113,"[0.1780560463666916, 0.033059362322092056, 0.09618077427148819, 0.07860381156206131, 0.028954733163118362, 0.190165713429451, 0.043135564774274826, 0.06684357672929764, 0.01973823830485344, 0.14103808999061584, 0.09890792518854141, 0.04066634178161621, 0.07519403845071793, 0.027844494208693504, 0.0512736551463604, 0.1375727504491806, 0.030273040756583214, 0.08269836008548737, 0.301601380109787, 0.21550610661506653, 0.11272883415222168, 0.07358457148075104, 0.2541787326335907, 0.039727069437503815, 0.04776958003640175, 0.060888249427080154, 0.38153985142707825, 0.04954840615391731, 0.07728772610425949, 0.037483908236026764, 0.05097276717424393, 0.14501336216926575, 0.048692040145397186, 0.07134862244129181, 0.07154320925474167, 0.07988233864307404, 0.06032564118504524, 0.15200674533843994, 0.06775714457035065, 0.04184217378497124, 0.04303482919931412, 0.23474407196044922, 0.01683942973613739, 0.28492265939712524, 0.14053425192832947, 0.06341328471899033, 0.25555574893951416, 0.12350477278232574, 0.21539799869060516, 0.11070410162210464, 0.06241689994931221, 0.11618328094482422, 0.05505479499697685, 0.1752861738204956, 0.0824580192565918, 0.13505184650421143, 0.025323420763015747, 0.10599954426288605, 0.021676313132047653, 0.04906805232167244, 0.05910583212971687, 0.06372363865375519, 0.06575873494148254, 0.06420396268367767, 0.06762088090181351, 0.10790465772151947, 0.03862142935395241, 0.03454667702317238, 0.03663545101881027, 0.05733447149395943, 0.06000293046236038, 0.03527458384633064, 0.02615012228488922, 0.07934333384037018, 0.027231287211179733, 0.03607673943042755, 0.10827416181564331, 0.14739249646663666, 0.15717414021492004, 0.041243117302656174, 0.07736872136592865, 0.2718636095523834, 0.07721776515245438, 0.027454733848571777, 0.05482139438390732, 0.0639827698469162, 0.16918623447418213, 0.031397197395563126, 0.17163684964179993, 0.4616185128688812, 0.12663285434246063, 0.059088028967380524, 0.03862494230270386, 0.04037615656852722, 0.04332699254155159, 0.028159743174910545, 0.018901420757174492, 0.043825261294841766, 0.25410982966423035, 0.04172957316040993, 0.03202848881483078, 0.046136148273944855, 0.06893835216760635, 0.05038820952177048, 0.06233495473861694, 0.554770827293396, 0.09243787825107574, 0.03574246168136597, 0.13996383547782898, 0.1493641436100006, 0.023477530106902122, 0.15773595869541168, 0.02821863256394863, 0.1303541362285614, 0.5829518437385559, 0.10528270155191422, 0.05997235327959061, 0.17874775826931, 0.6560057401657104, 0.10753412544727325, 0.05913916230201721, 0.13326425850391388, 0.286679208278656, 0.13234920799732208, 0.0439184196293354, 0.03408960625529289, 0.09216304123401642, 0.053926724940538406, 0.07766140252351761, 0.09357470273971558, 0.10893590748310089, 0.0450277104973793, 0.014810633845627308, 0.11573435366153717, 0.06530630588531494, 0.04550676420331001, 0.1861976683139801, 0.06842709332704544]"
7344,51.27860257,"[0.20855316519737244, 0.07567472010850906, 0.06683497130870819, 0.15914277732372284, 0.042115338146686554, 0.08433433622121811, 0.09680546075105667, 0.26808664202690125, 0.13259001076221466, 0.11403010785579681, 0.09788940101861954, 0.18071064352989197, 0.054862041026353836, 0.036800581961870193, 0.195348858833313, 0.11981966346502304, 0.05270709842443466, 0.26775413751602173, 0.32149508595466614, 0.6040744185447693, 0.08043466508388519, 0.06378822028636932, 0.7737686038017273, 0.0348658449947834, 0.08626871556043625, 0.12476836144924164, 0.21390120685100555, 0.12149300426244736, 0.1364045888185501, 0.054730404168367386, 0.09140142798423767, 0.11292137950658798, 0.055089641362428665, 0.13062919676303864, 0.14274588227272034, 0.1647619754076004, 0.2057482898235321, 0.152511328458786, 0.08038170635700226, 0.06957633793354034, 0.10208900272846222, 0.4208203852176666, 0.03975810110569, 0.34820589423179626, 0.141727477312088, 0.20738688111305237, 0.531161367893219, 0.2642921805381775, 0.3124381899833679, 0.05095873400568962, 0.14589926600456238, 0.19223368167877197, 0.15386371314525604, 0.8031166791915894, 0.03516613692045212, 0.08464638888835907, 0.024007374420762062, 0.1738027036190033, 0.02432890608906746, 0.09027816355228424, 0.2587710916996002, 0.0628751590847969, 0.1755896806716919, 0.09136894345283508, 0.1445504128932953, 0.148075670003891, 0.06341740489006042, 0.06332088261842728, 0.12285642325878143, 0.142316073179245, 0.20871147513389587, 0.0494142584502697, 0.09288753569126129, 0.060452722012996674, 0.04286692664027214, 0.044428545981645584, 0.15071693062782288, 0.08003565669059753, 0.06945754587650299, 0.19638356566429138, 0.10218504816293716, 0.4112251400947571, 0.09329156577587128, 0.03639408200979233, 0.16467329859733582, 0.10374631732702255, 0.2543920874595642, 0.06706678122282028, 0.30964747071266174, 0.10302062332630157, 0.25252723693847656, 0.043495576828718185, 0.060264356434345245, 0.042339667677879333, 0.04635016620159149, 0.037193555384874344, 0.12988200783729553, 0.13311253488063812, 0.11275031417608261, 0.03913084790110588, 0.2847485840320587, 0.12659302353858948, 0.06375809013843536, 0.08300204575061798, 0.10866908729076385, 0.22413568198680878, 0.12255613505840302, 0.11162169277667999, 0.12171103805303574, 0.12779052555561066, 0.07714921236038208, 0.459566205739975, 0.034795232117176056, 0.10872906446456909, 0.31311264634132385, 0.054362885653972626, 0.11714109033346176, 0.23487195372581482, 0.2719258666038513, 0.10283231735229492, 0.22391991317272186, 0.05137969180941582, 0.15198108553886414, 0.6853410601615906, 0.12935002148151398, 0.030488967895507812, 0.09776942431926727, 0.06602954864501953, 0.22765429317951202, 0.20846474170684814, 0.15660905838012695, 0.03255080059170723, 0.030979830771684647, 0.14381487667560577, 0.21238383650779724, 0.10132268816232681, 0.49926477670669556, 0.10420390218496323]"
177,28.94872287,"[0.5986801385879517, 0.38293811678886414, 0.30190595984458923, 0.362967848777771, 0.03995860740542412, 0.060317378491163254, 0.19681333005428314, 0.2688376009464264, 0.06592157483100891, 0.1837112009525299, 0.08648564666509628, 0.22391918301582336, 0.10062432289123535, 0.04321611672639847, 0.2000194787979126, 0.23396463692188263, 0.055594585835933685, 0.32048743963241577, 0.24011914432048798, 0.17129240930080414, 0.0832088515162468, 0.17305882275104523, 0.138170525431633, 0.04046792909502983, 0.06116916984319687, 0.1219833642244339, 0.18821540474891663, 0.2924838662147522, 0.33560287952423096, 0.07521532475948334, 0.08698870241641998, 0.08594639599323273, 0.04787244275212288, 0.3860955834388733, 0.056402094662189484, 0.17909768223762512, 0.4084247648715973, 0.11882934719324112, 0.09553100168704987, 0.11353931576013565, 0.048381563276052475, 0.11995232105255127, 0.038966529071331024, 0.14640867710113525, 0.09956228733062744, 0.24688677489757538, 0.7942043542861938, 0.1306396722793579, 0.42444711923599243, 0.1112469807267189, 0.19267496466636658, 0.46252670884132385, 0.06634790450334549, 0.7912713289260864, 0.08948357403278351, 0.3912968039512634, 0.057318102568387985, 0.18807394802570343, 0.020340995863080025, 0.14922966063022614, 0.4250907897949219, 0.09605519473552704, 0.11474229395389557, 0.10506315529346466, 0.17066241800785065, 0.09627845883369446, 0.15620915591716766, 0.04769387096166611, 0.13030491769313812, 0.16422104835510254, 0.025630522519350052, 0.08176078647375107, 0.11100967973470688, 0.07809476554393768, 0.04430540278553963, 0.05282197520136833, 0.2865563631057739, 0.18301837146282196, 0.23131461441516876, 0.10932991653680801, 0.11278347671031952, 0.10397694259881973, 0.10627515614032745, 0.031342387199401855, 0.09355562180280685, 0.038138497620821, 0.4121823310852051, 0.07162996381521225, 0.573205828666687, 0.11338137090206146, 0.17000767588615417, 0.07719691842794418, 0.11821414530277252, 0.03932230919599533, 0.05451269820332527, 0.05522920563817024, 0.0383756048977375, 0.15561795234680176, 0.24776223301887512, 0.06445993483066559, 0.0835593193769455, 0.15184231102466583, 0.06322727352380753, 0.12549272179603577, 0.09993220865726471, 0.7388467788696289, 0.14025351405143738, 0.07859502732753754, 0.1673894226551056, 0.11737215518951416, 0.1051286906003952, 0.4370054304599762, 0.027853259816765785, 0.06777562201023102, 0.5146152973175049, 0.08304426819086075, 0.06969647109508514, 0.3411110043525696, 0.145643949508667, 0.17871764302253723, 0.0843140110373497, 0.06156184524297714, 0.17157521843910217, 0.2678758502006531, 0.05562416464090347, 0.05482844263315201, 0.05876877158880234, 0.16886450350284576, 0.0815342515707016, 0.11375703662633896, 0.17900188267230988, 0.041814174503088, 0.029203245416283607, 0.21197226643562317, 0.043290700763463974, 0.12901821732521057, 0.4199734628200531, 0.1423799693584442]"
180,37.17358733,"[0.43449634313583374, 0.05446070432662964, 0.11188334226608276, 0.09138230979442596, 0.04479619115591049, 0.08272284269332886, 0.09521742165088654, 0.3229292333126068, 0.036730580031871796, 0.1125205010175705, 0.13189303874969482, 0.17329485714435577, 0.06857725232839584, 0.036426302045583725, 0.11684353649616241, 0.1136709451675415, 0.0455157607793808, 0.21399740874767303, 0.2077932357788086, 0.1785760223865509, 0.05262266471982002, 0.43966537714004517, 0.16495129466056824, 0.07016664743423462, 0.08532460033893585, 0.12786772847175598, 0.15069535374641418, 0.06305412948131561, 0.12759307026863098, 0.03503275662660599, 0.06984169036149979, 0.0665094405412674, 0.04333752393722534, 0.1472591608762741, 0.062272943556308746, 0.13074283301830292, 0.1759706437587738, 0.06529100239276886, 0.14336666464805603, 0.03366236761212349, 0.04541807621717453, 0.12826532125473022, 0.011941884644329548, 0.18396753072738647, 0.09918304532766342, 0.17775492370128632, 0.7889299988746643, 0.057891808450222015, 0.38086438179016113, 0.1890541911125183, 0.03871357813477516, 0.22757120430469513, 0.04981812834739685, 0.2668308615684509, 0.06623195111751556, 0.38310152292251587, 0.02551770769059658, 0.09870941936969757, 0.015881236642599106, 0.05647397041320801, 0.07322238385677338, 0.06198153644800186, 0.11284130811691284, 0.07078845798969269, 0.14233586192131042, 0.10612960904836655, 0.042796142399311066, 0.02125341258943081, 0.06266601383686066, 0.4549632668495178, 0.03527471423149109, 0.0643506795167923, 0.04569799080491066, 0.10870494693517685, 0.06234070658683777, 0.025230437517166138, 0.1881093531847, 0.1172492653131485, 0.19611182808876038, 0.04365579038858414, 0.09591063112020493, 0.09405440092086792, 0.3641127943992615, 0.015875058248639107, 0.055968642234802246, 0.048176199197769165, 0.37604957818984985, 0.05413714796304703, 0.27179160714149475, 0.15753737092018127, 0.1599787324666977, 0.05392155051231384, 0.03152405470609665, 0.02047901600599289, 0.04920990392565727, 0.024405205622315407, 0.022830715402960777, 0.2724388837814331, 0.22557303309440613, 0.1120355948805809, 0.07878760248422623, 0.04678931459784508, 0.0622425302863121, 0.07793983072042465, 0.06356073915958405, 0.4570034444332123, 0.0731690302491188, 0.05280538275837898, 0.13843996822834015, 0.08076008409261703, 0.04220085218548775, 0.3494371771812439, 0.031716395169496536, 0.06945095956325531, 0.39409339427948, 0.09427295625209808, 0.05389335751533508, 0.5936088562011719, 0.1420215666294098, 0.11454534530639648, 0.042816899716854095, 0.0683099702000618, 0.2325669825077057, 0.4031924605369568, 0.06133849546313286, 0.0841757208108902, 0.12855322659015656, 0.0738053098320961, 0.06134946271777153, 0.04797516018152237, 0.11377038806676865, 0.05056528002023697, 0.016075236722826958, 0.19028665125370026, 0.02432844415307045, 0.0789143294095993, 0.26341134309768677, 0.26177772879600525]"
22201,53.24164788,"[0.06908773630857468, 0.03492308035492897, 0.12192454189062119, 0.4418981075286865, 0.07207784801721573, 0.17768394947052002, 0.11298397928476334, 0.02801617607474327, 0.02508213184773922, 0.1572151929140091, 0.06517959386110306, 0.0176186952739954, 0.34221988916397095, 0.02500922605395317, 0.05584658309817314, 0.11952243000268936, 0.05256600305438042, 0.06717561185359955, 0.5746813416481018, 0.19955351948738098, 0.14210651814937592, 0.06758204847574234, 0.40359705686569214, 0.04015177860856056, 0.06841970980167389, 0.04229431971907616, 0.11922639608383179, 0.06799054145812988, 0.6013697385787964, 0.030388643965125084, 0.029526179656386375, 0.061512649059295654, 0.03777129575610161, 0.7581591010093689, 0.05625782161951065, 0.6589594483375549, 0.0627184733748436, 0.22379620373249054, 0.06117359548807144, 0.10823160409927368, 0.10522742569446564, 0.09672237932682037, 0.05024534463882446, 0.07775448262691498, 0.14651469886302948, 0.6526835560798645, 0.18205928802490234, 0.15151110291481018, 0.14859111607074738, 0.3344005048274994, 0.02586219273507595, 0.08871714770793915, 0.04740012809634209, 0.07159038633108139, 0.052773989737033844, 0.07649829238653183, 0.05236116796731949, 0.030250465497374535, 0.021539490669965744, 0.2565222680568695, 0.5469147562980652, 0.08297736942768097, 0.13195671141147614, 0.674065113067627, 0.13032996654510498, 0.12195444107055664, 0.05305858701467514, 0.02690160647034645, 0.034779053181409836, 0.06992410868406296, 0.051192570477724075, 0.031403474509716034, 0.12178437411785126, 0.17128558456897736, 0.053094010800123215, 0.02415466122329235, 0.14563579857349396, 0.4995587468147278, 0.14691555500030518, 0.03379782661795616, 0.09488495439291, 0.0656796544790268, 0.12483537197113037, 0.0243096724152565, 0.08829393982887268, 0.06234545260667801, 0.7112435102462769, 0.05154382437467575, 0.8979994654655457, 0.042646877467632294, 0.07829119265079498, 0.0822942852973938, 0.02336140349507332, 0.047356221824884415, 0.04422306269407272, 0.04622463136911392, 0.08445923030376434, 0.026121685281395912, 0.15166404843330383, 0.04017084091901779, 0.17899121344089508, 0.026366960257291794, 0.44234156608581543, 0.5798193216323853, 0.30328091979026794, 0.12513521313667297, 0.07616677135229111, 0.042846813797950745, 0.0845290869474411, 0.8486916422843933, 0.038433801382780075, 0.1023050919175148, 0.036185041069984436, 0.19214361906051636, 0.06927309185266495, 0.19489073753356934, 0.035198234021663666, 0.10542585700750351, 0.0626697689294815, 0.06684886664152145, 0.05740685015916824, 0.12403707206249237, 0.06615285575389862, 0.2577889859676361, 0.14936897158622742, 0.06318606436252594, 0.2021431028842926, 0.14770358800888062, 0.0669332891702652, 0.13377641141414642, 0.428178608417511, 0.12273277342319489, 0.06730411946773529, 0.06010405346751213, 0.04049990326166153, 0.07724857330322266, 0.11514552682638168, 0.2858355641365051]"
8892,55.03201346,"[0.0731586366891861, 0.14057648181915283, 0.05472860485315323, 0.06608737260103226, 0.030134353786706924, 0.32706841826438904, 0.027426574379205704, 0.11419745534658432, 0.09170256555080414, 0.06710083037614822, 0.05048144608736038, 0.13600435853004456, 0.0602373369038105, 0.025396475568413734, 0.1599070131778717, 0.06824572384357452, 0.03754802048206329, 0.08541101962327957, 0.13162152469158173, 0.40280061960220337, 0.1565243899822235, 0.03023189678788185, 0.27874431014060974, 0.031817562878131866, 0.05275135487318039, 0.039329905062913895, 0.9176341891288757, 0.060758620500564575, 0.11022970825433731, 0.031347669661045074, 0.11009271442890167, 0.09951286017894745, 0.037237733602523804, 0.14881160855293274, 0.23419854044914246, 0.06173548847436905, 0.11866597831249237, 0.13135957717895508, 0.049234677106142044, 0.08229678124189377, 0.057801395654678345, 0.4259638786315918, 0.04461132735013962, 0.6251635551452637, 0.146601602435112, 0.17506007850170135, 0.17116595804691315, 0.7818443179130554, 0.35327181220054626, 0.14794690907001495, 0.05871089547872543, 0.17238105833530426, 0.15707941353321075, 0.7783156633377075, 0.03808475285768509, 0.06993651390075684, 0.023268545046448708, 0.11046798527240753, 0.03833944723010063, 0.21636143326759338, 0.36163848638534546, 0.027839308604598045, 0.09732810407876968, 0.12362853437662125, 0.1582804024219513, 0.13231877982616425, 0.024496769532561302, 0.038886528462171555, 0.11386648565530777, 0.17993062734603882, 0.1697896271944046, 0.046132028102874756, 0.0696723684668541, 0.07626648247241974, 0.04174332320690155, 0.02740389108657837, 0.08158417791128159, 0.16685983538627625, 0.0793813019990921, 0.13729840517044067, 0.1430152952671051, 0.4252859055995941, 0.04695293307304382, 0.020205646753311157, 0.14157834649085999, 0.11079635471105576, 0.3197377622127533, 0.05110914260149002, 0.2637495994567871, 0.08880505710840225, 0.40558043122291565, 0.03416683152318001, 0.09501377493143082, 0.033888787031173706, 0.08088381588459015, 0.03157450258731842, 0.1587531566619873, 0.11111442744731903, 0.11965300142765045, 0.02081642672419548, 0.26752012968063354, 0.09607122838497162, 0.05503959581255913, 0.0700751394033432, 0.05020930618047714, 0.38735640048980713, 0.08696383982896805, 0.03912671282887459, 0.27902230620384216, 0.17753683030605316, 0.024601880460977554, 0.10164222866296768, 0.020301705226302147, 0.18572638928890228, 0.3366529047489166, 0.06170988082885742, 0.1773744523525238, 0.0901680588722229, 0.7696434259414673, 0.09321229159832001, 0.11124412715435028, 0.08423040807247162, 0.6236423850059509, 0.2584673762321472, 0.0715453028678894, 0.03112294152379036, 0.13734085857868195, 0.1072596088051796, 0.2192675769329071, 0.061443544924259186, 0.26586639881134033, 0.028417861089110374, 0.03792867809534073, 0.0953916534781456, 0.4842827320098877, 0.0869605764746666, 0.21122916042804718, 0.0991615578532219]"
